ParkingID,VehicleType,EntryTime,ExitTime,ParkingFee,Floor,SlotNumber,IsReserved,Violations
3753,Car,2023-02-14 01:56:00,2023-02-14 03:22:00,140.26,1,4,0,2
3754,Car,2023-09-27 08:02:00,2023-09-27 11:00:00,216.58,5,12,1,1
3755,SUV,2023-03-17 01:27:00,2023-03-17 04:50:00,240.37,4,48,0,1
3756,Truck,2023-08-06 18:19:00,2023-08-06 19:28:00,102.47,2,10,0,2
3757,Truck,2023-12-17 03:16:00,2023-12-17 05:51:00,296.93,2,3,1,2
3758,Bike,2023-05-02 23:42:00,2023-05-03 01:18:00,122.01,1,4,1,0
3759,Truck,2023-08-13 04:23:00,2023-08-13 05:29:00,71.54,5,6,0,0
3760,Truck,2023-04-23 08:06:00,2023-04-23 10:58:00,163.87,3,23,1,0
3761,Car,2023-01-01 13:41:00,2023-01-01 16:01:00,97.03,3,5,0,2
3762,Bike,2023-02-19 18:22:00,2023-02-19 21:28:00,321.18,2,50,1,1
3763,Truck,2023-08-15 00:06:00,2023-08-15 01:06:00,31.79,4,3,0,1
3764,SUV,2023-02-22 04:57:00,2023-02-22 05:22:00,25.79,2,10,0,2
3765,Truck,2023-09-22 20:53:00,2023-09-23 00:03:00,356.95,1,43,0,0
3766,Car,2023-10-04 14:29:00,2023-10-04 18:15:00,250.35,4,19,1,1
3767,SUV,2023-11-23 09:51:00,2023-11-23 12:25:00,161.37,3,14,1,1
3768,Car,2023-08-24 13:08:00,2023-08-24 13:36:00,47.2,5,21,1,0
3769,Truck,2023-06-15 11:05:00,2023-06-15 13:17:00,247.67,5,43,1,1
3770,SUV,2023-09-16 17:38:00,2023-09-16 20:35:00,225.44,1,28,0,0
3771,Bike,2023-05-09 12:10:00,2023-05-09 14:58:00,318.49,2,21,0,1
3772,Bike,2023-10-25 09:15:00,2023-10-25 10:42:00,132.87,1,36,0,1
3773,SUV,2023-08-23 17:35:00,2023-08-23 19:54:00,226.85,5,24,0,1
3774,SUV,2023-05-11 19:49:00,2023-05-11 21:43:00,192.68,3,38,1,0
3775,Car,2023-06-09 11:11:00,2023-06-09 12:16:00,96.01,5,17,1,1
3776,SUV,2023-07-06 16:53:00,2023-07-06 20:37:00,411.07,4,22,1,1
3777,Car,2023-08-02 11:30:00,2023-08-02 11:57:00,25.66,5,19,1,1
3778,Truck,2023-11-28 11:41:00,2023-11-28 15:08:00,356.76,5,45,0,2
3779,Car,2023-02-03 01:48:00,2023-02-03 04:54:00,131.15,4,10,1,1
3780,SUV,2023-11-09 04:54:00,2023-11-09 08:06:00,140.51,2,11,1,1
3781,SUV,2023-12-13 10:59:00,2023-12-13 11:27:00,39.87,5,38,1,0
3782,Truck,2023-12-02 00:49:00,2023-12-02 02:19:00,77.69,1,2,0,0
3783,SUV,2023-10-24 10:58:00,2023-10-24 13:38:00,213.75,5,33,0,2
3784,SUV,2023-02-16 19:40:00,2023-02-16 23:31:00,371.91,1,43,0,0
3785,Bike,2023-11-12 06:58:00,2023-11-12 08:21:00,122.17,4,31,1,0
3786,Bike,2023-04-24 14:08:00,2023-04-24 17:42:00,249.88,5,48,0,0
3787,Truck,2023-03-19 05:43:00,2023-03-19 08:23:00,89.02,4,35,0,2
3788,Car,2023-04-26 15:52:00,2023-04-26 16:57:00,82.19,4,37,0,2
3789,Bike,2023-12-27 12:51:00,2023-12-27 16:27:00,246.4,2,47,0,1
3790,Car,2023-07-07 00:24:00,2023-07-07 02:26:00,128.08,5,47,0,1
3791,SUV,2023-06-22 12:06:00,2023-06-22 14:20:00,131.78,1,36,0,0
3792,Bike,2023-06-30 20:35:00,2023-06-30 23:52:00,322.69,1,23,1,1
3793,Truck,2023-01-09 15:21:00,2023-01-09 16:28:00,45.5,5,36,1,1
3794,Truck,2023-08-12 11:34:00,2023-08-12 12:06:00,50.99,2,40,0,2
3795,Truck,2023-04-20 18:14:00,2023-04-20 19:01:00,59.98,2,39,1,2
3796,Bike,2023-11-29 20:18:00,2023-11-29 22:30:00,212.36,2,26,0,1
3797,Car,2023-03-27 12:32:00,2023-03-27 14:48:00,160.97,1,25,1,1
3798,SUV,2023-05-04 19:28:00,2023-05-04 19:51:00,27.96,4,17,0,1
3799,Car,2023-07-17 06:51:00,2023-07-17 08:31:00,155.64,2,15,1,0
3800,Car,2023-05-19 09:16:00,2023-05-19 12:50:00,285.81,1,37,0,2
3801,SUV,2023-09-23 19:47:00,2023-09-23 22:09:00,233.41,1,45,0,1
3802,SUV,2023-07-26 15:48:00,2023-07-26 17:00:00,126.65,4,4,1,1
3803,Bike,2023-04-29 08:39:00,2023-04-29 09:08:00,31.45,5,22,0,0
3804,Bike,2023-04-09 08:01:00,2023-04-09 09:36:00,68.76,5,17,1,2
3805,Bike,2023-07-27 16:33:00,2023-07-27 17:00:00,21.21,2,22,0,0
3806,Bike,2023-12-22 02:56:00,2023-12-22 05:42:00,134.93,2,17,0,0
3807,Bike,2023-02-23 04:07:00,2023-02-23 06:39:00,178.61,4,14,0,1
3808,SUV,2023-04-29 15:18:00,2023-04-29 16:57:00,126.85,2,14,0,0
3809,Car,2023-03-22 15:27:00,2023-03-22 18:55:00,121.16,4,17,1,0
3810,Bike,2023-12-27 04:50:00,2023-12-27 07:46:00,350.24,1,8,1,1
3811,Bike,2023-08-11 04:15:00,2023-08-11 06:06:00,156.72,2,34,1,2
3812,Car,2023-08-17 20:10:00,2023-08-17 21:37:00,135.8,1,26,1,1
3813,Bike,2023-12-11 11:45:00,2023-12-11 14:36:00,306.1,3,45,1,2
3814,Car,2023-09-24 22:19:00,2023-09-24 23:52:00,87.88,4,30,0,0
3815,Car,2023-08-26 16:42:00,2023-08-26 18:38:00,119.5,3,22,0,0
3816,SUV,2023-02-28 04:26:00,2023-02-28 06:16:00,149.34,2,16,1,1
3817,Truck,2023-10-14 02:43:00,2023-10-14 06:10:00,397.74,1,30,0,1
3818,SUV,2023-01-07 22:06:00,2023-01-07 23:09:00,71.4,2,16,1,1
3819,Truck,2023-11-26 10:50:00,2023-11-26 11:50:00,77.7,3,38,0,0
3820,Truck,2023-03-17 14:44:00,2023-03-17 14:59:00,23.3,2,24,1,0
3821,Truck,2023-08-26 04:46:00,2023-08-26 07:11:00,134.56,5,36,0,2
3822,Bike,2023-12-18 05:08:00,2023-12-18 07:35:00,223.47,3,35,0,1
3823,SUV,2023-01-16 00:51:00,2023-01-16 01:10:00,15.14,2,6,1,0
3824,Truck,2023-04-14 19:45:00,2023-04-14 21:40:00,67.34,1,4,0,2
3825,Car,2023-02-23 19:11:00,2023-02-23 21:08:00,90.38,2,18,1,1
3826,Bike,2023-07-31 23:40:00,2023-08-01 02:07:00,123.1,1,6,0,1
3827,SUV,2023-12-22 17:40:00,2023-12-22 20:21:00,112.52,5,26,1,2
3828,Truck,2023-05-21 10:51:00,2023-05-21 14:26:00,344.38,2,37,0,2
3829,Car,2023-12-25 12:37:00,2023-12-25 15:09:00,233.54,5,27,1,2
3830,SUV,2023-04-28 10:54:00,2023-04-28 13:10:00,69.5,3,41,0,0
3831,SUV,2023-06-19 15:55:00,2023-06-19 17:37:00,142.41,1,11,0,1
3832,Bike,2023-04-12 05:08:00,2023-04-12 08:52:00,375.42,3,38,1,1
3833,SUV,2023-04-11 11:45:00,2023-04-11 14:27:00,119.04,1,16,1,2
3834,Bike,2023-01-26 04:45:00,2023-01-26 07:06:00,239.74,5,19,1,0
3835,Truck,2023-02-10 23:08:00,2023-02-10 23:29:00,17.29,4,43,1,2
3836,Bike,2023-07-03 18:02:00,2023-07-03 20:08:00,193.58,2,15,0,0
3837,Car,2023-02-28 05:53:00,2023-02-28 07:20:00,159.42,5,26,0,1
3838,Bike,2023-08-14 02:03:00,2023-08-14 04:35:00,103.88,1,41,0,1
3839,Car,2023-01-13 06:57:00,2023-01-13 10:56:00,352.52,1,31,0,0
3840,Bike,2023-01-31 02:08:00,2023-01-31 05:48:00,128.8,1,19,0,1
3841,SUV,2023-12-12 04:41:00,2023-12-12 05:23:00,57.99,1,24,1,1
3842,Truck,2023-11-29 22:52:00,2023-11-29 23:24:00,16.61,2,9,1,2
3843,Car,2023-02-08 06:19:00,2023-02-08 10:11:00,299.96,3,23,1,0
3844,Bike,2023-09-04 20:37:00,2023-09-04 23:27:00,250.8,4,4,1,1
3845,Bike,2023-08-09 01:46:00,2023-08-09 04:18:00,209.68,2,10,1,1
3846,Bike,2023-05-18 22:14:00,2023-05-19 00:13:00,186.11,1,9,0,0
3847,SUV,2023-01-04 08:42:00,2023-01-04 10:31:00,114.8,2,19,0,1
3848,SUV,2023-12-05 05:15:00,2023-12-05 08:52:00,349.45,5,15,1,0
3849,Car,2023-06-11 19:34:00,2023-06-11 19:54:00,23.82,1,34,1,0
3850,Car,2023-04-03 22:31:00,2023-04-04 01:12:00,245.41,4,42,1,2
3851,SUV,2023-07-09 13:29:00,2023-07-09 15:08:00,147.68,1,19,0,0
3852,Car,2023-10-13 22:27:00,2023-10-14 01:00:00,207.14,4,49,1,2
3853,Truck,2023-11-06 11:50:00,2023-11-06 13:08:00,41.68,4,21,1,1
3854,Truck,2023-10-16 10:39:00,2023-10-16 14:38:00,285.97,3,34,1,0
3855,SUV,2023-09-29 14:58:00,2023-09-29 17:53:00,109.81,3,17,0,2
3856,Car,2023-05-14 10:38:00,2023-05-14 11:16:00,60.02,2,18,1,0
3857,Bike,2023-07-02 04:01:00,2023-07-02 06:38:00,230.24,2,17,0,1
3858,Truck,2023-08-23 13:45:00,2023-08-23 16:55:00,184.56,4,2,1,2
3859,SUV,2023-05-18 23:05:00,2023-05-19 01:17:00,179.82,1,1,1,2
3860,Car,2023-11-23 21:39:00,2023-11-24 01:19:00,110.23,5,43,0,2
3861,SUV,2023-09-28 01:37:00,2023-09-28 01:55:00,32.89,5,10,0,1
3862,Bike,2023-05-24 07:40:00,2023-05-24 08:33:00,102.16,1,37,1,2
3863,Truck,2023-09-29 21:19:00,2023-09-29 21:41:00,41.46,1,48,1,1
3864,SUV,2023-08-10 11:48:00,2023-08-10 14:18:00,130.9,3,5,0,1
3865,SUV,2023-12-31 14:12:00,2023-12-31 15:03:00,60.28,5,12,0,0
3866,SUV,2023-06-25 06:34:00,2023-06-25 10:31:00,281.76,4,36,1,1
3867,Bike,2023-04-29 12:41:00,2023-04-29 13:24:00,28.32,2,31,0,2
3868,SUV,2023-08-25 17:29:00,2023-08-25 20:02:00,222.74,3,38,0,2
3869,Bike,2023-09-11 22:04:00,2023-09-11 23:26:00,152.13,5,9,1,1
3870,Bike,2023-10-24 21:41:00,2023-10-25 00:37:00,231.11,1,44,1,1
3871,Bike,2023-01-07 00:49:00,2023-01-07 01:25:00,66.71,5,26,1,0
3872,Truck,2023-12-07 05:36:00,2023-12-07 09:10:00,306.76,4,15,0,0
3873,Truck,2023-09-06 16:51:00,2023-09-06 19:15:00,158.88,3,16,1,2
3874,SUV,2023-04-07 17:51:00,2023-04-07 21:13:00,383.52,1,13,1,1
3875,SUV,2023-07-25 00:37:00,2023-07-25 03:38:00,273.63,4,25,0,2
3876,Truck,2023-11-10 18:50:00,2023-11-10 22:40:00,145.48,2,30,1,1
3877,Car,2023-12-01 15:30:00,2023-12-01 19:08:00,211.69,3,7,0,2
3878,Truck,2023-08-21 16:52:00,2023-08-21 20:39:00,180.19,4,4,0,2
3879,Bike,2023-07-07 02:20:00,2023-07-07 03:01:00,48.18,4,43,1,2
3880,Truck,2023-08-05 09:29:00,2023-08-05 13:13:00,404.98,1,40,1,1
3881,Bike,2023-01-07 01:14:00,2023-01-07 02:04:00,49.82,2,38,0,0
3882,SUV,2023-12-20 12:53:00,2023-12-20 15:30:00,174.25,4,30,1,0
3883,Car,2023-10-22 06:47:00,2023-10-22 10:42:00,293.62,3,10,0,1
3884,SUV,2023-05-18 17:47:00,2023-05-18 18:18:00,16.06,4,30,0,0
3885,Bike,2023-12-09 22:25:00,2023-12-10 02:24:00,330.59,5,39,1,2
3886,Bike,2023-10-27 17:10:00,2023-10-27 20:39:00,222.9,3,7,1,1
3887,Bike,2023-10-20 18:27:00,2023-10-20 22:15:00,218.07,3,36,0,1
3888,Car,2023-12-05 20:46:00,2023-12-05 22:04:00,140.81,4,35,0,0
3889,Truck,2023-07-16 21:20:00,2023-07-17 00:10:00,148.09,1,24,1,0
3890,SUV,2023-02-07 00:33:00,2023-02-07 02:16:00,136.39,3,39,0,2
3891,SUV,2023-03-23 21:03:00,2023-03-23 21:23:00,15.17,5,36,0,1
3892,Truck,2023-03-23 17:35:00,2023-03-23 21:08:00,195.55,1,45,0,0
3893,SUV,2023-01-28 17:00:00,2023-01-28 17:18:00,19.37,1,20,1,1
3894,Car,2023-12-25 05:40:00,2023-12-25 07:18:00,92.8,1,49,0,2
3895,SUV,2023-05-17 00:00:00,2023-05-17 03:29:00,309.17,3,32,0,2
3896,Bike,2023-10-29 08:07:00,2023-10-29 09:00:00,83.51,1,39,1,2
3897,Truck,2023-03-13 20:25:00,2023-03-13 22:11:00,206.91,4,49,0,1
3898,Car,2023-03-14 02:33:00,2023-03-14 04:15:00,142.69,1,26,0,1
3899,Truck,2023-08-19 00:42:00,2023-08-19 04:20:00,121.8,5,26,1,1
3900,Car,2023-10-16 00:01:00,2023-10-16 02:24:00,248.24,2,36,1,1
3901,Bike,2023-01-21 02:02:00,2023-01-21 03:43:00,99.05,5,43,1,1
3902,Truck,2023-04-27 14:01:00,2023-04-27 16:58:00,286.56,3,35,1,2
3903,SUV,2023-02-03 07:52:00,2023-02-03 09:24:00,138.02,1,43,1,2
3904,Car,2023-03-06 05:56:00,2023-03-06 08:22:00,186.49,1,35,0,2
3905,Truck,2023-02-24 23:47:00,2023-02-25 00:18:00,46.3,4,12,0,0
3906,SUV,2023-07-14 05:30:00,2023-07-14 07:17:00,182.42,1,33,1,2
3907,Truck,2023-05-27 20:41:00,2023-05-27 23:58:00,240.58,5,36,0,1
3908,Truck,2023-04-18 12:19:00,2023-04-18 15:02:00,312.07,3,14,1,2
3909,Truck,2023-08-04 12:06:00,2023-08-04 14:23:00,79.7,2,33,0,0
3910,Car,2023-11-25 12:57:00,2023-11-25 15:02:00,248.67,1,46,0,0
3911,SUV,2023-05-24 05:19:00,2023-05-24 07:28:00,217.31,2,45,0,0
3912,Bike,2023-08-15 21:24:00,2023-08-15 22:05:00,33.41,1,45,1,0
3913,Car,2023-09-30 20:03:00,2023-09-30 20:18:00,10.01,3,24,1,0
3914,Car,2023-12-13 21:13:00,2023-12-13 22:13:00,118.94,5,15,1,1
3915,Car,2023-06-20 16:22:00,2023-06-20 19:25:00,102.58,3,31,0,2
3916,Bike,2023-01-02 01:53:00,2023-01-02 02:43:00,62.3,2,17,1,1
3917,SUV,2023-07-10 04:15:00,2023-07-10 06:25:00,162.37,1,12,0,1
3918,SUV,2023-03-28 20:03:00,2023-03-28 20:24:00,31.99,2,22,0,0
3919,SUV,2023-01-05 07:21:00,2023-01-05 09:28:00,221.26,5,23,1,2
3920,Truck,2023-01-31 04:53:00,2023-01-31 06:36:00,175.92,3,26,0,2
3921,Truck,2023-05-13 14:23:00,2023-05-13 14:53:00,23.67,2,14,0,2
3922,Truck,2023-10-28 02:51:00,2023-10-28 04:49:00,217.78,2,12,0,0
3923,Bike,2023-06-14 08:46:00,2023-06-14 11:18:00,223.91,5,50,1,1
3924,Truck,2023-11-07 01:25:00,2023-11-07 03:58:00,284.8,1,4,1,2
3925,Bike,2023-09-11 19:56:00,2023-09-11 23:49:00,438.4,2,46,1,1
3926,SUV,2023-11-13 11:09:00,2023-11-13 11:35:00,43.25,5,13,0,2
3927,Truck,2023-12-30 18:00:00,2023-12-30 18:25:00,33.72,1,18,0,2
3928,Truck,2023-07-03 20:43:00,2023-07-03 22:14:00,60.56,1,43,1,2
3929,Car,2023-04-08 09:46:00,2023-04-08 13:13:00,249.84,3,28,0,2
3930,Bike,2023-08-05 17:48:00,2023-08-05 20:37:00,263.52,5,38,1,0
3931,SUV,2023-08-04 06:18:00,2023-08-04 07:22:00,51.79,1,41,1,0
3932,Car,2023-12-26 19:20:00,2023-12-26 22:14:00,198.35,3,44,1,1
3933,Car,2023-01-10 06:35:00,2023-01-10 09:49:00,305.82,4,19,1,0
3934,SUV,2023-02-02 17:40:00,2023-02-02 18:13:00,63.1,5,46,0,2
3935,Car,2023-02-06 00:31:00,2023-02-06 02:52:00,198.23,4,47,0,1
3936,Bike,2023-10-14 23:49:00,2023-10-15 01:01:00,79.35,1,43,0,1
3937,Bike,2023-06-01 18:35:00,2023-06-01 19:11:00,25.94,5,38,1,1
3938,Truck,2023-11-10 04:44:00,2023-11-10 05:44:00,41.4,3,46,0,2
3939,Car,2023-06-07 05:26:00,2023-06-07 06:15:00,58.29,1,3,1,2
3940,Truck,2023-09-27 11:04:00,2023-09-27 13:17:00,231.27,5,19,1,1
3941,Car,2023-10-26 19:53:00,2023-10-26 20:14:00,21.22,5,20,1,0
3942,Bike,2023-09-08 01:08:00,2023-09-08 04:34:00,306.93,4,25,0,2
3943,Bike,2023-07-12 14:03:00,2023-07-12 17:42:00,209.06,1,11,1,2
3944,Bike,2023-09-06 20:57:00,2023-09-07 00:29:00,395.92,3,17,0,0
3945,Car,2023-08-10 15:23:00,2023-08-10 16:11:00,81.18,3,49,0,1
3946,Bike,2023-10-15 21:28:00,2023-10-16 00:51:00,348.57,1,35,0,0
3947,Car,2023-09-07 23:38:00,2023-09-08 02:22:00,268.71,1,14,0,2
3948,Truck,2023-09-25 17:56:00,2023-09-25 20:33:00,188.54,2,39,0,1
3949,Car,2023-06-08 00:06:00,2023-06-08 02:18:00,152.48,4,19,0,1
3950,Truck,2023-12-19 00:01:00,2023-12-19 02:38:00,178.34,1,3,0,0
3951,Car,2023-08-02 04:41:00,2023-08-02 06:55:00,96.0,1,34,0,2
3952,Truck,2023-11-11 00:11:00,2023-11-11 00:54:00,31.68,2,49,1,2
3953,Bike,2023-04-06 22:54:00,2023-04-06 23:49:00,84.48,2,41,1,1
3954,Truck,2023-01-07 05:29:00,2023-01-07 07:30:00,105.27,5,22,0,2
3955,Bike,2023-09-13 06:48:00,2023-09-13 07:35:00,79.71,3,38,0,1
3956,Bike,2023-04-10 13:16:00,2023-04-10 16:58:00,334.49,4,27,0,1
3957,Truck,2023-09-30 00:01:00,2023-09-30 03:22:00,331.41,5,21,0,1
3958,Car,2023-01-28 07:36:00,2023-01-28 09:55:00,232.36,1,41,0,2
3959,Car,2023-11-30 06:29:00,2023-11-30 07:59:00,51.5,2,31,1,0
3960,SUV,2023-03-03 06:27:00,2023-03-03 07:00:00,21.68,3,27,0,1
3961,Car,2023-09-16 15:31:00,2023-09-16 18:33:00,116.65,5,37,0,0
3962,SUV,2023-08-25 03:39:00,2023-08-25 05:26:00,194.19,3,2,0,0
3963,Car,2023-11-15 09:25:00,2023-11-15 11:41:00,83.33,2,47,1,0
3964,Car,2023-09-30 20:30:00,2023-10-01 00:23:00,349.98,5,9,1,0
3965,Bike,2023-01-09 01:57:00,2023-01-09 03:36:00,196.94,5,19,0,0
3966,SUV,2023-03-19 19:33:00,2023-03-19 23:27:00,215.0,3,42,1,1
3967,Car,2023-04-26 23:36:00,2023-04-26 23:51:00,9.35,2,36,1,2
3968,SUV,2023-12-09 02:40:00,2023-12-09 03:08:00,18.19,1,10,1,0
3969,Bike,2023-09-03 02:16:00,2023-09-03 05:00:00,293.71,5,40,1,2
3970,Bike,2023-06-25 17:26:00,2023-06-25 21:16:00,368.04,1,45,1,2
3971,SUV,2023-12-09 09:41:00,2023-12-09 10:33:00,49.08,2,39,1,1
3972,Bike,2023-06-06 16:05:00,2023-06-06 16:46:00,36.92,5,7,1,0
3973,Truck,2023-12-23 22:49:00,2023-12-24 02:41:00,326.91,5,4,1,2
3974,Truck,2023-12-03 22:33:00,2023-12-04 02:14:00,265.47,1,15,0,2
3975,Bike,2023-03-28 18:27:00,2023-03-28 20:42:00,210.94,4,12,0,0
3976,Truck,2023-07-01 02:40:00,2023-07-01 06:33:00,327.94,1,48,1,1
3977,Car,2023-08-05 05:28:00,2023-08-05 05:48:00,17.99,1,6,1,1
3978,SUV,2023-11-12 00:09:00,2023-11-12 02:53:00,255.47,4,9,0,0
3979,Car,2023-04-17 00:49:00,2023-04-17 03:48:00,340.62,2,35,0,2
3980,SUV,2023-08-05 23:55:00,2023-08-06 03:04:00,320.31,2,8,1,1
3981,Bike,2023-11-25 18:16:00,2023-11-25 19:48:00,172.34,5,7,0,1
3982,Car,2023-11-02 06:44:00,2023-11-02 08:39:00,159.22,3,4,1,2
3983,Bike,2023-11-23 11:50:00,2023-11-23 13:24:00,68.74,3,13,0,2
3984,Bike,2023-07-16 21:28:00,2023-07-16 21:53:00,36.8,5,19,1,2
3985,SUV,2023-03-17 06:35:00,2023-03-17 09:59:00,271.07,3,7,0,2
3986,SUV,2023-11-23 13:08:00,2023-11-23 13:53:00,36.83,1,10,1,0
3987,SUV,2023-11-11 01:28:00,2023-11-11 02:41:00,41.62,1,25,0,2
3988,Car,2023-04-30 13:16:00,2023-04-30 14:49:00,64.23,4,44,0,1
3989,Truck,2023-06-09 21:54:00,2023-06-09 23:49:00,88.76,4,35,1,2
3990,SUV,2023-02-04 23:11:00,2023-02-05 01:02:00,208.86,5,25,1,2
3991,SUV,2023-08-21 14:51:00,2023-08-21 15:48:00,78.84,5,29,0,0
3992,Car,2023-10-09 21:29:00,2023-10-10 00:59:00,386.57,5,12,0,0
3993,SUV,2023-11-24 17:00:00,2023-11-24 18:47:00,137.15,1,47,1,2
3994,Car,2023-05-11 16:01:00,2023-05-11 17:01:00,31.31,3,40,0,0
3995,Bike,2023-07-30 19:40:00,2023-07-30 21:16:00,108.49,5,12,0,0
3996,SUV,2023-12-28 11:10:00,2023-12-28 14:56:00,199.69,5,6,0,0
3997,SUV,2023-12-02 02:57:00,2023-12-02 06:40:00,275.48,1,10,0,0
3998,Bike,2023-10-06 23:05:00,2023-10-07 01:01:00,180.57,1,2,0,2
3999,Bike,2023-10-03 00:27:00,2023-10-03 03:37:00,114.81,1,45,1,0
4000,Bike,2023-08-17 03:12:00,2023-08-17 04:01:00,86.47,3,25,0,0
4001,SUV,2023-04-07 01:22:00,2023-04-07 05:04:00,346.28,5,7,0,1
4002,Truck,2023-07-23 18:19:00,2023-07-23 20:42:00,199.63,2,40,1,2
4003,Truck,2023-11-07 04:07:00,2023-11-07 07:20:00,136.09,2,23,1,0
4004,Truck,2023-11-02 18:56:00,2023-11-02 19:54:00,44.06,5,48,1,1
4005,SUV,2023-08-01 08:06:00,2023-08-01 10:12:00,235.69,5,11,1,0
4006,Bike,2023-11-20 11:13:00,2023-11-20 14:15:00,204.2,5,36,1,2
4007,SUV,2023-03-11 19:17:00,2023-03-11 21:27:00,72.32,5,49,0,1
4008,Bike,2023-12-14 19:36:00,2023-12-14 23:10:00,397.33,3,48,0,1
4009,SUV,2023-03-11 12:21:00,2023-03-11 12:59:00,38.81,2,23,0,2
4010,SUV,2023-09-06 09:30:00,2023-09-06 12:52:00,203.97,4,43,1,1
4011,Bike,2023-06-27 20:49:00,2023-06-27 22:31:00,198.45,2,7,1,1
4012,Truck,2023-01-02 02:26:00,2023-01-02 06:01:00,156.62,2,27,1,0
4013,Bike,2023-02-02 04:17:00,2023-02-02 07:02:00,199.37,1,13,0,1
4014,Car,2023-03-01 10:10:00,2023-03-01 10:45:00,37.74,5,17,0,2
4015,Car,2023-10-31 13:53:00,2023-10-31 14:37:00,23.08,5,32,0,0
4016,Bike,2023-12-26 17:00:00,2023-12-26 18:18:00,130.44,5,26,0,1
4017,SUV,2023-12-31 03:48:00,2023-12-31 04:37:00,44.83,1,22,0,0
4018,Car,2023-05-24 11:17:00,2023-05-24 11:48:00,32.59,3,13,0,2
4019,Car,2023-12-02 08:08:00,2023-12-02 11:38:00,271.48,3,12,1,1
4020,SUV,2023-11-19 12:57:00,2023-11-19 16:00:00,120.95,4,7,0,2
4021,SUV,2023-08-10 09:23:00,2023-08-10 11:34:00,258.41,3,1,0,2
4022,Truck,2023-09-28 04:41:00,2023-09-28 05:12:00,24.3,3,33,0,1
4023,SUV,2023-09-23 02:41:00,2023-09-23 05:18:00,83.04,5,14,0,1
4024,Bike,2023-06-15 02:46:00,2023-06-15 05:28:00,100.53,2,47,0,0
4025,Bike,2023-07-29 15:24:00,2023-07-29 17:53:00,76.94,3,43,1,2
4026,Truck,2023-05-26 13:20:00,2023-05-26 15:43:00,248.35,3,41,0,1
4027,Car,2023-06-06 18:40:00,2023-06-06 21:50:00,272.66,1,17,0,2
4028,Car,2023-08-14 01:01:00,2023-08-14 03:03:00,152.91,4,4,1,1
4029,SUV,2023-09-11 20:52:00,2023-09-11 22:03:00,133.91,1,39,1,2
4030,Bike,2023-05-14 11:44:00,2023-05-14 13:06:00,102.13,5,1,0,0
4031,Car,2023-08-07 02:00:00,2023-08-07 03:37:00,58.52,2,41,0,2
4032,Truck,2023-01-09 04:10:00,2023-01-09 06:32:00,140.3,4,45,0,1
4033,Truck,2023-12-31 12:43:00,2023-12-31 13:49:00,73.25,1,24,0,0
4034,Bike,2023-05-20 20:50:00,2023-05-20 22:23:00,184.54,3,34,0,0
4035,Truck,2023-07-27 11:00:00,2023-07-27 13:38:00,236.48,3,34,1,1
4036,Truck,2023-06-14 09:07:00,2023-06-14 11:09:00,138.42,4,24,1,0
4037,Bike,2023-11-24 03:03:00,2023-11-24 07:02:00,269.35,3,15,0,2
4038,SUV,2023-10-12 09:57:00,2023-10-12 11:34:00,145.94,1,17,0,2
4039,SUV,2023-02-07 21:39:00,2023-02-07 23:42:00,90.12,1,13,1,1
4040,Truck,2023-12-04 15:41:00,2023-12-04 17:58:00,240.87,3,7,1,2
4041,SUV,2023-11-30 02:35:00,2023-11-30 04:50:00,119.09,3,9,0,1
4042,SUV,2023-05-01 00:21:00,2023-05-01 03:15:00,119.52,5,44,0,0
4043,Truck,2023-01-19 19:00:00,2023-01-19 20:24:00,109.93,2,35,0,2
4044,SUV,2023-08-09 13:38:00,2023-08-09 14:45:00,132.43,4,23,0,1
4045,Truck,2023-04-13 12:26:00,2023-04-13 13:40:00,63.01,1,47,0,2
4046,Car,2023-05-31 13:58:00,2023-05-31 16:59:00,221.96,4,39,0,0
4047,Bike,2023-08-29 01:26:00,2023-08-29 05:06:00,417.72,5,23,1,0
4048,Bike,2023-10-15 16:15:00,2023-10-15 19:36:00,337.01,1,26,1,2
4049,SUV,2023-04-20 09:43:00,2023-04-20 12:16:00,107.75,5,1,1,0
4050,SUV,2023-08-02 23:32:00,2023-08-03 00:14:00,58.08,5,14,1,1
4051,SUV,2023-09-17 01:14:00,2023-09-17 04:45:00,262.51,3,32,0,2
4052,Bike,2023-12-26 23:05:00,2023-12-27 00:55:00,170.11,4,48,1,2
4053,Car,2023-06-10 15:27:00,2023-06-10 18:39:00,196.72,4,10,1,0
4054,Car,2023-09-02 13:43:00,2023-09-02 15:04:00,63.45,3,1,0,1
4055,Bike,2023-03-24 22:50:00,2023-03-25 02:01:00,331.19,4,5,1,2
4056,Car,2023-08-29 02:16:00,2023-08-29 04:27:00,248.3,3,3,0,2
4057,Bike,2023-02-17 16:26:00,2023-02-17 18:39:00,168.56,1,49,0,0
4058,Car,2023-06-10 04:26:00,2023-06-10 06:05:00,195.84,5,50,1,0
4059,Truck,2023-04-19 14:04:00,2023-04-19 16:00:00,182.88,5,27,1,1
4060,Truck,2023-09-11 13:48:00,2023-09-11 17:40:00,429.3,4,22,1,1
4061,Bike,2023-05-27 00:12:00,2023-05-27 00:53:00,59.5,2,18,0,0
4062,Car,2023-10-19 20:40:00,2023-10-19 22:37:00,151.07,5,16,1,1
4063,SUV,2023-12-18 06:29:00,2023-12-18 07:01:00,29.05,3,2,0,0
